FRAME,Date,UTC,IntSec,GPSWkSec,Longitude,Latitude,Easting,Northing,H-Ell,Roll,Pitch,Heading,ToffSet,GWSDiff,IntDiff,TrgMiss
20200622_110245_00000544,6/22/2020,03:03:19.849,256.447,97417.849,121.2198113989,25.0245288538,272183.390,2768512.428,85.737,1.4783571676,0.6719832208,132.6849538659,97161.402,0.711,0.711,0
20200622_110245_00000545,6/22/2020,03:03:21.150,257.74775,97419.15,121.2198250413,25.0245174172,272184.769,2768511.164,85.742,1.4521126413,0.5541618322,132.5928866569,97161.40225,1.301,1.30075,0.00025
20200622_110245_00000546,6/22/2020,03:04:02.934,299.53,97460.934,121.2198390482,25.0245057391,272186.184,2768509.873,85.736,1.5578991028,1.1652816807,132.3774044842,97161.404,41.784,41.78225,0.00175
20200622_110245_00000547,6/22/2020,03:04:03.722,300.31825,97461.722,121.2198531452,25.0244940842,272187.609,2768508.584,85.750,1.5149212751,1.0648838261,132.1002958432,97161.40375,0.788,0.78825,-0.00025
20200622_110245_00000548,6/22/2020,03:04:04.315,300.91075,97462.315,121.2198670907,25.0244825340,272189.019,2768507.307,85.753,1.8853897702,1.3536624377,131.8070944956,97161.40425,0.593,0.5925,0.0005
20200622_110245_00000549,6/22/2020,03:04:04.812,301.408375,97462.812,121.2198811781,25.0244710303,272190.442,2768506.035,85.761,2.0545430417,1.5884652707,131.6984027643,97161.403625,0.497,0.49762,-0.00062
20200622_110245_00000550,6/22/2020,03:04:05.248,301.843875,97463.248,121.2198952369,25.0244596237,272191.863,2768504.774,85.780,1.9464565584,1.7016247532,131.7664048224,97161.404125,0.436,0.4355,0.0005
20200622_110245_00000551,6/22/2020,03:04:05.648,302.243875,97463.648,121.2199093535,25.0244482689,272193.290,2768503.519,85.801,1.4128596912,2.2725117365,131.9130106250,97161.404125,0.4,0.4,0
20200622_110245_00000552,6/22/2020,03:04:06.021,302.61725,97464.021,121.2199235450,25.0244368215,272194.724,2768502.253,85.833,0.8596299328,1.9855063419,132.0947601135,97161.40375,0.373,0.37338,-0.00038
20200622_110245_00000553,6/22/2020,03:04:06.374,302.96975,97464.374,121.2199375904,25.0244254070,272196.144,2768500.991,85.873,0.3425865464,1.8461467833,132.2709992266,97161.40425,0.353,0.3525,0.0005
20200622_110245_00000554,6/22/2020,03:04:06.718,303.313375,97464.718,121.2199517789,25.0244136185,272197.578,2768499.688,85.898,0.3511570921,1.5243204458,132.4666275419,97161.404625,0.344,0.34363,0.00037
20200622_110245_00000555,6/22/2020,03:04:07.043,303.63925,97465.043,121.2199657464,25.0244020661,272198.989,2768498.410,85.927,0.0785851973,1.1449613156,132.5458379844,97161.40375,0.325,0.32587,-0.00087
20200622_110245_00000556,6/22/2020,03:04:07.358,303.95325,97465.358,121.2199796508,25.0243905010,272200.395,2768497.132,85.932,-0.1330972543,1.5008632471,132.5132126890,97161.40475,0.315,0.314,0.001
20200622_110245_00000557,6/22/2020,03:04:07.663,304.2585,97465.663,121.2199935654,25.0243788636,272201.801,2768495.845,85.950,0.0097523842,1.3834269597,132.5624973864,97161.4045,0.305,0.30525,-0.00025
20200622_110245_00000558,6/22/2020,03:04:07.962,304.55775,97465.962,121.2200076351,25.0243670507,272203.223,2768494.539,85.973,0.1379681606,0.6929342509,132.5868788180,97161.40425,0.299,0.29925,-0.00025
20200622_110245_00000559,6/22/2020,03:04:08.252,304.848,97466.252,121.2200214407,25.0243553027,272204.618,2768493.240,85.956,0.7353879038,0.8404101824,132.5293739151,97161.404,0.29,0.29025,-0.00025
20200622_110245_00000560,6/22/2020,03:04:08.534,305.129375,97466.534,121.2200353823,25.0243435751,272206.028,2768491.943,85.964,0.9806497356,0.0186336318,132.2905434741,97161.404625,0.282,0.28137,0.00063
20200622_110245_00000561,6/22/2020,03:04:08.809,305.405,97466.809,121.2200490949,25.0243321148,272207.414,2768490.676,85.934,1.3843862968,0.4152275224,132.1335589459,97161.404,0.275,0.27562,-0.00063
20200622_110245_00000562,6/22/2020,03:04:09.085,305.6805,97467.085,121.2200630934,25.0243204444,272208.828,2768489.386,85.917,1.7852730069,0.0423401499,132.0007946782,97161.4045,0.276,0.2755,0.0005
20200622_110245_00000563,6/22/2020,03:04:09.357,305.953125,97467.357,121.2200768421,25.0243090169,272210.218,2768488.122,85.906,2.2226498227,0.3792911380,131.8372250423,97161.403875,0.272,0.27263,-0.00063
20200622_110245_00000564,6/22/2020,03:04:09.633,306.228625,97467.633,121.2200907898,25.0242975655,272211.628,2768486.856,85.887,2.4234904883,1.1439481270,131.6991527218,97161.404375,0.276,0.2755,0.0005
20200622_110245_00000565,6/22/2020,03:04:09.908,306.504125,97467.908,121.2201048409,25.0242861648,272213.048,2768485.596,85.907,2.3857793412,0.8703252567,131.5780446752,97161.403875,0.275,0.2755,-0.0005
20200622_110245_00000566,6/22/2020,03:04:10.184,306.77975,97468.184,121.2201188816,25.0242748295,272214.467,2768484.342,85.910,2.2874540190,1.0101913370,131.6144368911,97161.40425,0.276,0.27562,0.00037
20200622_110245_00000567,6/22/2020,03:04:10.460,307.055375,97468.46,121.2201331337,25.0242633538,272215.907,2768483.074,85.922,1.9475449586,0.2450453366,131.7231968501,97161.404625,0.276,0.27563,0.00038
20200622_110245_00000568,6/22/2020,03:04:10.732,307.327875,97468.732,121.2201470649,25.0242520321,272217.315,2768481.822,85.913,1.8169145003,0.7481794748,131.8807973004,97161.404125,0.272,0.2725,-0.0005
20200622_110245_00000569,6/22/2020,03:04:11.005,307.600375,97469.005,121.2201612049,25.0242405332,272218.744,2768480.551,85.899,1.5928258199,1.3887008367,132.0466845680,97161.404625,0.273,0.2725,0.0005
20200622_110245_00000570,6/22/2020,03:04:11.268,307.864125,97469.268,121.2201750678,25.0242291198,272220.145,2768479.289,85.927,1.5062272211,0.9795095644,132.2589450828,97161.403875,0.263,0.26375,-0.00075
20200622_110245_00000571,6/22/2020,03:04:11.532,308.127875,97469.532,121.2201890286,25.0242175075,272221.556,2768478.005,85.930,1.5061413146,1.1730511321,132.4859047481,97161.404125,0.264,0.26375,0.00025
20200622_110245_00000572,6/22/2020,03:04:11.793,308.3885,97469.793,121.2202030099,25.0242057922,272222.969,2768476.710,85.942,1.5406483927,1.0485307450,132.5574335815,97161.4045,0.261,0.26063,0.00037
20200622_110245_00000573,6/22/2020,03:04:12.048,308.643375,97470.048,121.2202168435,25.0241942041,272224.368,2768475.428,85.949,1.5358871724,1.0857534004,132.5764818929,97161.404625,0.255,0.25487,0.00012
20200622_110245_00000574,6/22/2020,03:04:12.299,308.895125,97470.299,121.2202306779,25.0241826153,272225.766,2768474.147,85.957,1.5105103931,1.0772684612,132.5969530530,97161.403875,0.251,0.25175,-0.00075
20200622_110245_00000575,6/22/2020,03:04:12.548,309.143875,97470.548,121.2202446036,25.0241709384,272227.173,2768472.856,85.966,1.5137907223,1.0598790304,132.5859404272,97161.404125,0.249,0.24875,0.00025
20200622_110245_00000576,6/22/2020,03:04:12.794,309.389875,97470.794,121.2202585326,25.0241592354,272228.581,2768471.562,85.973,1.6224876406,1.0538602431,132.5800297053,97161.404125,0.246,0.246,0
20200622_110245_00000577,6/22/2020,03:04:13.034,309.629875,97471.034,121.2202722670,25.0241476493,272229.969,2768470.281,85.982,1.8400266826,1.0396447455,132.5849551879,97161.404125,0.24,0.24,0
20200622_110245_00000578,6/22/2020,03:04:13.274,309.869875,97471.274,121.2202862216,25.0241359280,272231.380,2768468.985,85.988,1.8888127297,0.8211354881,132.5667998641,97161.404125,0.24,0.24,0
20200622_110245_00000579,6/22/2020,03:04:13.511,310.106875,97471.511,121.2203001464,25.0241242350,272232.787,2768467.692,85.991,1.9104793014,0.7311663788,132.5768333379,97161.404125,0.237,0.237,0
20200622_110245_00000580,6/22/2020,03:04:13.742,310.338,97471.742,121.2203138439,25.0241127844,272234.172,2768466.426,85.984,1.7833487042,1.1478645877,132.6022878136,97161.404,0.231,0.23113,-0.00013
20200622_110245_00000581,6/22/2020,03:04:13.973,310.569,97471.973,121.2203278012,25.0241011546,272235.582,2768465.140,85.994,1.5903877168,0.8779943280,132.6199242927,97161.404,0.231,0.231,0
20200622_110245_00000582,6/22/2020,03:04:14.202,310.797125,97472.202,121.2203417543,25.0240895042,272236.993,2768463.852,85.999,1.4236308522,0.8392384495,132.6711395202,97161.404875,0.229,0.22812,0.00088
20200622_110245_00000583,6/22/2020,03:04:14.430,311.025375,97472.43,121.2203557065,25.0240777414,272238.403,2768462.551,85.995,1.5049101453,0.8721915364,132.7469229539,97161.404625,0.228,0.22825,-0.00025
20200622_110245_00000584,6/22/2020,03:04:14.652,311.247375,97472.652,121.2203693835,25.0240661682,272239.785,2768461.272,86.000,1.6008788756,0.7515658106,132.7501707656,97161.404625,0.222,0.222,0
20200622_110245_00000585,6/22/2020,03:04:14.877,311.472625,97472.877,121.2203832946,25.0240544152,272241.191,2768459.972,85.999,1.6368269755,0.8219854173,132.7557283065,97161.404375,0.225,0.22525,-0.00025
20200622_110245_00000586,6/22/2020,03:04:15.099,311.69475,97473.099,121.2203971439,25.0240427867,272242.591,2768458.686,86.000,1.5272103536,0.6577160975,132.7400900307,97161.40425,0.222,0.22213,-0.00012
20200622_110245_00000587,6/22/2020,03:04:15.318,311.914,97473.318,121.2204108235,25.0240312631,272243.974,2768457.412,86.000,1.5098688617,0.6380195165,132.7712666761,97161.404,0.219,0.21925,-0.00025
20200622_110245_00000588,6/22/2020,03:04:15.541,312.13625,97473.541,121.2204247457,25.0240195071,272245.381,2768456.112,85.993,1.5440617896,0.9614592789,132.7826107432,97161.40475,0.223,0.22225,0.00075
20200622_110245_00000589,6/22/2020,03:04:15.760,312.3555,97473.76,121.2204384872,25.0240078978,272246.770,2768454.829,85.997,1.5713849887,1.0956289274,132.7968757232,97161.4045,0.219,0.21925,-0.00025
20200622_110245_00000590,6/22/2020,03:04:15.979,312.574875,97473.979,121.2204523026,25.0239962442,272248.166,2768453.540,86.010,1.5122000711,1.0973357184,132.7875354919,97161.404125,0.219,0.21938,-0.00037
20200622_110245_00000591,6/22/2020,03:04:16.198,312.794,97474.198,121.2204661323,25.0239845470,272249.564,2768452.247,86.020,1.5742772582,1.1118854849,132.7752046402,97161.404,0.219,0.21912,-0.00013
20200622_110245_00000592,6/22/2020,03:04:16.415,313.010375,97474.415,121.2204798676,25.0239729072,272250.952,2768450.960,86.030,1.7226479326,1.0637043061,132.7685340428,97161.404625,0.217,0.21638,0.00062
20200622_110245_00000593,6/22/2020,03:04:16.631,313.2265,97474.631,121.2204935810,25.0239612597,272252.338,2768449.672,86.041,1.8932022815,0.9678499093,132.7689970843,97161.4045,0.216,0.21612,-0.00012
20200622_110245_00000594,6/22/2020,03:04:16.847,313.44275,97474.847,121.2205073519,25.0239496222,272253.730,2768448.385,86.048,1.9204383685,1.0731704338,132.7496263312,97161.40425,0.216,0.21625,-0.00025
20200622_110245_00000595,6/22/2020,03:04:17.064,313.659125,97475.064,121.2205212495,25.0239378634,272255.135,2768447.085,86.055,2.0232903013,1.0501006516,132.7616147845,97161.404875,0.217,0.21638,0.00063
20200622_110245_00000596,6/22/2020,03:04:17.277,313.872375,97475.277,121.2205349609,25.0239262963,272256.521,2768445.806,86.067,1.9760526671,1.0800952085,132.7468280361,97161.404625,0.213,0.21325,-0.00025
20200622_110245_00000597,6/22/2020,03:04:17.493,314.08875,97475.493,121.2205489487,25.0239145043,272257.934,2768444.502,86.078,1.9460806411,0.9001834387,132.7040433455,97161.40425,0.216,0.21638,-0.00037
20200622_110245_00000598,6/22/2020,03:04:17.704,314.299125,97475.704,121.2205626830,25.0239029763,272259.323,2768443.228,86.083,1.8315423328,0.9409094361,132.6625254505,97161.404875,0.211,0.21037,0.00062
20200622_110245_00000599,6/22/2020,03:04:17.917,314.512375,97475.917,121.2205766260,25.0238912229,272260.732,2768441.928,86.093,1.8976582692,0.7369631162,132.6559106801,97161.404625,0.213,0.21325,-0.00025
20200622_110245_00000600,6/22/2020,03:04:18.127,314.72275,97476.127,121.2205903691,25.0238796778,272262.121,2768440.652,86.089,1.8686064731,1.2358791360,132.6372501037,97161.40425,0.21,0.21037,-0.00038
20200622_110245_00000601,6/22/2020,03:04:18.338,314.933125,97476.338,121.2206043303,25.0238679243,272263.532,2768439.352,86.099,1.9382040748,0.9938561663,132.6311957170,97161.404875,0.211,0.21037,0.00063
20200622_110245_00000602,6/22/2020,03:04:18.545,315.1405,97476.545,121.2206181051,25.0238563446,272264.924,2768438.072,86.115,1.9398689447,0.7673892231,132.6258872540,97161.4045,0.207,0.20737,-0.00038
20200622_110245_00000603,6/22/2020,03:04:18.752,315.34775,97476.752,121.2206319024,25.0238447716,272266.319,2768436.792,86.111,1.8712484591,0.9929134161,132.6365496242,97161.40425,0.207,0.20725,-0.00025
20200622_110245_00000604,6/22/2020,03:04:18.960,315.555125,97476.96,121.2206458660,25.0238330464,272267.730,2768435.496,86.117,1.8265581912,0.9495133012,132.6449595147,97161.404875,0.208,0.20737,0.00063
20200622_110245_00000605,6/22/2020,03:04:19.164,315.759625,97477.164,121.2206596180,25.0238214905,272269.120,2768434.218,86.125,1.8103430372,0.9355293677,132.6615197342,97161.404375,0.204,0.2045,-0.0005
20200622_110245_00000606,6/22/2020,03:04:19.369,315.964,97477.369,121.2206734715,25.0238098433,272270.520,2768432.930,86.130,1.7740128017,1.0982656590,132.6949311282,97161.405,0.205,0.20437,0.00063
20200622_110245_00000607,6/22/2020,03:04:19.573,316.1685,97477.573,121.2206873281,25.0237981814,272271.921,2768431.641,86.138,1.7441468106,1.0944437784,132.7502808149,97161.4045,0.204,0.2045,-0.0005
20200622_110245_00000608,6/22/2020,03:04:19.775,316.37,97477.775,121.2207011021,25.0237865572,272273.313,2768430.356,86.149,1.7107823493,0.9865172094,132.8067773074,97161.405,0.202,0.2015,0.0005
20200622_110245_00000609,6/22/2020,03:04:19.976,316.5715,97477.976,121.2207148432,25.0237749389,272274.702,2768429.071,86.158,1.7099082883,0.9636836897,132.8501220856,97161.4045,0.201,0.2015,-0.0005
20200622_110245_00000610,6/22/2020,03:04:20.177,316.772875,97478.177,121.2207286390,25.0237632605,272276.096,2768427.780,86.163,1.6926310577,0.9308011681,132.8730122801,97161.404125,0.201,0.20137,-0.00037
20200622_110245_00000611,6/22/2020,03:04:20.379,316.974375,97478.379,121.2207425424,25.0237514638,272277.501,2768426.475,86.169,1.7117325952,0.9606794663,132.8817052597,97161.404625,0.202,0.2015,0.0005
20200622_110245_00000612,6/22/2020,03:04:20.577,317.172875,97478.577,121.2207562371,25.0237398575,272278.886,2768425.192,86.174,1.7191017041,0.9614769233,132.8840571194,97161.404125,0.198,0.1985,-0.0005
20200622_110245_00000613,6/22/2020,03:04:20.776,317.37125,97478.776,121.2207700558,25.0237281275,272280.282,2768423.895,86.180,1.7747521943,0.8643160408,132.8908049328,97161.40475,0.199,0.19837,0.00062
20200622_110245_00000614,6/22/2020,03:04:20.974,317.56975,97478.974,121.2207838171,25.0237164465,272281.673,2768422.604,86.185,1.7985071785,0.8781844258,132.8724730700,97161.40425,0.198,0.1985,-0.0005
20200622_110245_00000615,6/22/2020,03:04:21.173,317.768375,97479.173,121.2207976886,25.0237047077,272283.075,2768421.306,86.188,1.7667603198,0.8619683914,132.8172176399,97161.404625,0.199,0.19862,0.00037
20200622_110245_00000616,6/22/2020,03:04:21.371,317.966875,97479.371,121.2208115185,25.0236930157,272284.473,2768420.013,86.192,1.7706186257,0.8652415770,132.7693150400,97161.404125,0.198,0.1985,-0.0005
20200622_110245_00000617,6/22/2020,03:04:21.567,318.162375,97479.567,121.2208252973,25.0236814407,272285.866,2768418.733,86.196,1.6112954221,0.7870935143,132.7083917241,97161.404625,0.196,0.1955,0.0005
20200622_110245_00000618,6/22/2020,03:04:21.763,318.358,97479.763,121.2208391203,25.0236698499,272287.263,2768417.452,86.198,1.5075948476,0.8396661409,132.6551113848,97161.405,0.196,0.19563,0.00038
20200622_110245_00000619,6/22/2020,03:04:21.958,318.5535,97479.958,121.2208529351,25.0236582873,272288.659,2768416.173,86.199,1.3956520109,0.9195926944,132.6132913719,97161.4045,0.195,0.1955,-0.0005
20200622_110245_00000620,6/22/2020,03:04:22.154,318.749125,97480.154,121.2208668780,25.0236466196,272290.068,2768414.883,86.204,1.3401193005,0.9992252876,132.5559342395,97161.404875,0.196,0.19563,0.00037
20200622_110245_00000621,6/22/2020,03:04:22.349,318.944625,97480.349,121.2208807907,25.0236349686,272291.475,2768413.595,86.211,1.3791167248,1.0833925823,132.5159020390,97161.404375,0.195,0.1955,-0.0005
20200622_110245_00000622,6/22/2020,03:04:22.542,319.137125,97480.542,121.2208945963,25.0236233734,272292.870,2768412.313,86.220,1.5393549813,1.1668160332,132.4845239073,97161.404875,0.193,0.1925,0.0005
20200622_110245_00000623,6/22/2020,03:04:22.734,319.32975,97480.734,121.2209083938,25.0236118226,272294.265,2768411.036,86.231,1.5984350604,1.3046300308,132.4496102495,97161.40425,0.192,0.19262,-0.00063
20200622_110245_00000624,6/22/2020,03:04:22.927,319.52225,97480.927,121.2209223776,25.0236000928,272295.678,2768409.739,86.249,1.7501203267,0.9140848816,132.3737242702,97161.40475,0.193,0.1925,0.0005
20200622_110245_00000625,6/22/2020,03:04:23.117,319.711875,97481.117,121.2209361501,25.0235886168,272297.070,2768408.470,86.259,1.7495099458,1.1036680626,132.3207283122,97161.405125,0.19,0.18963,0.00038
20200622_110245_00000626,6/22/2020,03:04:23.306,319.9015,97481.306,121.2209499176,25.0235771332,272298.462,2768407.200,86.265,1.8974725049,1.2594800112,132.2799157225,97161.4045,0.189,0.18962,-0.00063
20200622_110245_00000627,6/22/2020,03:04:23.499,320.094,97481.499,121.2209642424,25.0235653015,272299.909,2768405.892,86.283,1.7480000736,0.2069649928,132.1567447412,97161.405,0.193,0.1925,0.0005
20200622_110245_00000628,6/22/2020,03:04:23.685,320.280625,97481.685,121.2209779220,25.0235540444,272301.292,2768404.648,86.272,1.6447087110,0.6012199290,132.1025121353,97161.404375,0.186,0.18662,-0.00062
20200622_110245_00000629,6/22/2020,03:04:23.875,320.47025,97481.875,121.2209919453,25.0235425497,272302.709,2768403.377,86.254,1.5309943216,1.4338584677,132.0294296735,97161.40475,0.19,0.18963,0.00038
20200622_110245_00000630,6/22/2020,03:04:24.062,320.656875,97482.062,121.2210059026,25.0235310159,272304.120,2768402.101,86.280,1.7255902047,0.7654538103,131.9616773826,97161.405125,0.187,0.18662,0.00038
20200622_110245_00000631,6/22/2020,03:04:24.248,320.843625,97482.248,121.2210198225,25.0235196064,272305.527,2768400.840,86.288,1.6720039417,0.6541548265,131.9445378086,97161.404375,0.186,0.18675,-0.00075
20200622_110245_00000632,6/22/2020,03:04:24.438,321.033125,97482.438,121.2210340378,25.0235079703,272306.964,2768399.553,86.280,1.6161458163,0.8873238141,131.9727532130,97161.404875,0.19,0.1895,0.0005
20200622_110245_00000633,6/22/2020,03:04:24.625,321.21975,97482.625,121.2210480690,25.0234964516,272308.382,2768398.280,86.284,1.6080278387,0.7597208687,131.9949952740,97161.40525,0.187,0.18662,0.00038
20200622_110245_00000634,6/22/2020,03:04:24.808,321.4035,97482.808,121.2210617740,25.0234851843,272309.767,2768397.034,86.288,1.6152286194,0.7746271914,132.0184480976,97161.4045,0.183,0.18375,-0.00075
