FRAME,Date,UTC,IntSec,GPSWkSec,Longitude,Latitude,Easting,Northing,H-Ell,Roll,Pitch,Heading,ToffSet,GWSDiff,IntDiff,TrgMiss
20200622_110245_00002540,6/22/2020,03:17:37.297,1113.859875,98275.297,121.2200131477,25.0243784937,272203.777,2768495.807,85.312,1.0380280101,-0.0359017988,-43.0110716403,97161.437125,0.524,0.52438,-0.00037
20200622_110245_00002541,6/22/2020,03:17:37.825,1114.387125,98275.825,121.2199999708,25.0243866457,272202.446,2768496.708,85.282,1.2293445349,0.2252812793,-65.6137629610,97161.437875,0.528,0.52725,0.00075
20200622_110245_00002542,6/22/2020,03:17:38.364,1114.926375,98276.364,121.2199843151,25.0243894317,272200.866,2768497.014,85.262,0.9372766482,0.1129692044,-88.0136657557,97161.437625,0.539,0.53925,-0.00025
20200622_110245_00002543,6/22/2020,03:17:38.903,1115.465625,98276.903,121.2199682843,25.0243867420,272199.248,2768496.714,85.245,1.2660481555,-0.3564515754,-109.713942285,97161.437375,0.539,0.53925,-0.00025
20200622_110245_00002544,6/22/2020,03:17:39.422,1115.984125,98277.422,121.2199540119,25.0243792340,272197.809,2768495.880,85.216,1.8522482822,-0.1997325071,-127.627842282,97161.437875,0.519,0.5185,0.0005
20200622_110245_00002545,6/22/2020,03:17:39.931,1116.493625,98277.931,121.2199421152,25.0243682329,272196.611,2768494.659,85.187,1.8444744470,1.0670038955,-140.674423255,97161.437375,0.509,0.5095,-0.0005
20200622_110245_00002546,6/22/2020,03:17:40.435,1116.99725,98278.435,121.2199320824,25.0243549934,272195.600,2768493.191,85.183,1.4526253292,1.9608247187,-147.631426357,97161.43775,0.504,0.50362,0.00038
20200622_110245_00002547,6/22/2020,03:17:40.951,1117.51275,98278.951,121.2199223070,25.0243404221,272194.617,2768491.575,85.214,1.3698022348,1.8682689439,-148.548434923,97161.43825,0.516,0.5155,0.0005
20200622_110245_00002548,6/22/2020,03:17:41.463,1118.025375,98279.463,121.2199122312,25.0243257955,272193.602,2768489.954,85.246,1.3678865778,2.0564387474,-147.106663854,97161.437625,0.512,0.51262,-0.00062
20200622_110245_00002549,6/22/2020,03:17:41.955,1118.517,98279.955,121.2199016689,25.0243114425,272192.539,2768488.362,85.284,1.2562255830,2.2788481798,-145.234896968,97161.438,0.492,0.49163,0.00037
20200622_110245_00002550,6/22/2020,03:17:42.423,1118.985125,98280.423,121.2198903847,25.0242971603,272191.403,2768486.778,85.326,1.3256890792,2.0547439310,-143.537876491,97161.437875,0.468,0.46812,-0.00013
20200622_110245_00002551,6/22/2020,03:17:42.856,1119.41775,98280.856,121.2198787674,25.0242832308,272190.233,2768485.234,85.359,1.2730795984,1.8243916479,-142.163319401,97161.43825,0.433,0.43263,0.00038
20200622_110245_00002552,6/22/2020,03:17:43.256,1119.81775,98281.256,121.2198672430,25.0242697922,272189.072,2768483.743,85.389,0.9950155450,2.0090644506,-141.491093324,97161.43825,0.4,0.4,0
20200622_110245_00002553,6/22/2020,03:17:43.641,1120.20275,98281.641,121.2198553050,25.0242562731,272187.870,2768482.244,85.421,0.7832272108,1.9500100524,-140.564809515,97161.43825,0.385,0.385,0
20200622_110245_00002554,6/22/2020,03:17:44.008,1120.570125,98282.008,121.2198430420,25.0242429315,272186.635,2768480.764,85.457,0.7853817381,1.7304241096,-139.663876119,97161.437875,0.367,0.36738,-0.00038
20200622_110245_00002555,6/22/2020,03:17:44.358,1120.91975,98282.358,121.2198306739,25.0242299119,272185.389,2768479.320,85.485,0.8889314792,1.9440315132,-138.745855914,97161.43825,0.35,0.34963,0.00037
20200622_110245_00002556,6/22/2020,03:17:44.696,1121.2575,98282.696,121.2198180705,25.0242169976,272184.119,2768477.888,85.516,0.8829270334,1.9034661685,-138.053985640,97161.4385,0.338,0.33775,0.00025
20200622_110245_00002557,6/22/2020,03:17:45.027,1121.589375,98283.027,121.2198053416,25.0242042125,272182.837,2768476.469,85.552,0.7255492538,1.8449727558,-137.564091862,97161.437625,0.331,0.33188,-0.00087
20200622_110245_00002558,6/22/2020,03:17:45.356,1121.91825,98283.356,121.2197924818,25.0241914768,272181.541,2768475.057,85.585,0.8009232975,1.6071149480,-137.113761638,97161.43775,0.329,0.32887,0.00012
20200622_110245_00002559,6/22/2020,03:17:45.682,1122.244125,98283.682,121.2197796000,25.0241789545,272180.243,2768473.667,85.613,0.8099022882,1.8114349237,-136.730069435,97161.437875,0.326,0.32587,0.00013
20200622_110245_00002560,6/22/2020,03:17:46.005,1122.567,98284.005,121.2197667529,25.0241665022,272178.949,2768472.286,85.642,0.4946244464,1.9450530144,-136.523840687,97161.438,0.323,0.32288,0.00013
20200622_110245_00002561,6/22/2020,03:17:46.331,1122.892875,98284.331,121.2197536388,25.0241539496,272177.628,2768470.894,85.690,0.6818528897,1.5489011767,-136.373508872,97161.438125,0.326,0.32587,0.00013
20200622_110245_00002562,6/22/2020,03:17:46.651,1123.212875,98284.651,121.2197407608,25.0241416837,272176.330,2768469.533,85.711,0.7580570148,2.0727036685,-136.297825884,97161.438125,0.32,0.32,0
20200622_110245_00002563,6/22/2020,03:17:46.971,1123.532875,98284.971,121.2197276107,25.0241292088,272175.006,2768468.149,85.753,0.7373563797,2.1021763891,-136.334745667,97161.438125,0.32,0.32,0
20200622_110245_00002564,6/22/2020,03:17:47.282,1123.844,98285.282,121.2197147107,25.0241168539,272173.706,2768466.778,85.790,0.7464887499,2.3509084724,-136.329878111,97161.438,0.311,0.31112,-0.00012
20200622_110245_00002565,6/22/2020,03:17:47.587,1124.149125,98285.587,121.2197017173,25.0241044707,272172.397,2768465.405,85.839,0.8269596756,2.3949518185,-136.369833030,97161.437875,0.305,0.30512,-0.00013
20200622_110245_00002566,6/22/2020,03:17:47.886,1124.44825,98285.886,121.2196886942,25.0240920515,272171.085,2768464.027,85.888,0.8563980819,2.4305271642,-136.600010426,97161.43775,0.299,0.29913,-0.00013
20200622_110245_00002567,6/22/2020,03:17:48.180,1124.741625,98286.18,121.2196757598,25.0240795460,272169.782,2768462.640,85.937,0.8936432675,2.4456261697,-136.813337949,97161.438375,0.294,0.29338,0.00062
20200622_110245_00002568,6/22/2020,03:17:48.467,1125.029,98286.467,121.2196629638,25.0240670983,272168.493,2768461.259,85.988,1.0557295622,2.4689785071,-137.042547841,97161.438,0.287,0.28737,-0.00037
20200622_110245_00002569,6/22/2020,03:17:48.749,1125.3105,98286.749,121.2196502099,25.0240545646,272167.208,2768459.869,86.039,0.9463634064,2.3763232706,-137.276630929,97161.4385,0.282,0.2815,0.0005
20200622_110245_00002570,6/22/2020,03:17:49.030,1125.591875,98287.03,121.2196373665,25.0240418208,272165.914,2768458.455,86.089,0.8085524339,2.2700361195,-137.500107016,97161.438125,0.281,0.28138,-0.00037
20200622_110245_00002571,6/22/2020,03:17:49.303,1125.8645,98287.303,121.2196248802,25.0240292019,272164.656,2768457.055,86.134,0.5241764051,2.3234428299,-137.690484695,97161.4385,0.273,0.27262,0.00038
20200622_110245_00002572,6/22/2020,03:17:49.575,1126.137125,98287.575,121.2196122705,25.0240164628,272163.386,2768455.642,86.183,0.3976819800,2.3391002707,-137.853181546,97161.437875,0.272,0.27263,-0.00063
20200622_110245_00002573,6/22/2020,03:17:49.845,1126.406625,98287.845,121.2195995297,25.0240036695,272162.102,2768454.223,86.230,0.4987539109,2.1867639602,-137.971640984,97161.438375,0.27,0.2695,0.0005
20200622_110245_00002574,6/22/2020,03:17:50.111,1126.67325,98288.111,121.2195869081,25.0239909347,272160.831,2768452.810,86.279,0.6152814072,2.0851771433,-138.136923954,97161.43775,0.266,0.26662,-0.00062
20200622_110245_00002575,6/22/2020,03:17:50.375,1126.937,98288.375,121.2195743881,25.0239781775,272159.569,2768451.395,86.317,0.7451981076,2.3178378392,-138.266099317,97161.438,0.264,0.26375,0.00025
20200622_110245_00002576,6/22/2020,03:17:50.636,1127.197625,98288.636,121.2195619027,25.0239654057,272158.312,2768449.979,86.366,0.6507418690,2.2277056425,-138.161480687,97161.438375,0.261,0.26063,0.00037
20200622_110245_00002577,6/22/2020,03:17:50.897,1127.458375,98288.897,121.2195492566,25.0239526114,272157.038,2768448.559,86.413,0.6949119504,2.2426366882,-138.079267568,97161.438625,0.261,0.26075,0.00025
20200622_110245_00002578,6/22/2020,03:17:51.154,1127.716125,98289.154,121.2195367688,25.0239399206,272155.780,2768447.152,86.458,0.6523930605,2.2854011975,-137.991240207,97161.437875,0.257,0.25775,-0.00075
20200622_110245_00002579,6/22/2020,03:17:51.412,1127.974,98289.412,121.2195240822,25.0239271411,272154.502,2768445.734,86.507,0.8400574460,2.2082400456,-137.892638356,97161.438,0.258,0.25788,0.00013
20200622_110245_00002580,6/22/2020,03:17:51.667,1128.22875,98289.667,121.2195114280,25.0239144262,272153.227,2768444.324,86.553,0.9199025188,2.1074488094,-137.815673240,97161.43825,0.255,0.25475,0.00025
20200622_110245_00002581,6/22/2020,03:17:51.922,1128.483375,98289.922,121.2194987009,25.0239016757,272151.945,2768442.909,86.596,0.8778899230,2.3267315851,-137.736822997,97161.438625,0.255,0.25463,0.00038
20200622_110245_00002582,6/22/2020,03:17:52.174,1128.73525,98290.174,121.2194860291,25.0238889849,272150.668,2768441.502,86.644,0.9042030622,2.2648633313,-137.655310649,97161.43875,0.252,0.25187,0.00012
20200622_110245_00002583,6/22/2020,03:17:52.425,1128.987125,98290.425,121.2194733510,25.0238762864,272149.391,2768440.093,86.692,0.9380880769,2.1899757509,-137.568843294,97161.437875,0.251,0.25188,-0.00087
20200622_110245_00002584,6/22/2020,03:17:52.674,1129.236,98290.674,121.2194606845,25.0238636986,272148.115,2768438.697,86.744,0.9646921353,1.9160561958,-137.434276719,97161.438,0.249,0.24887,0.00012
20200622_110245_00002585,6/22/2020,03:17:52.929,1129.49075,98290.929,121.2194477345,25.0238509698,272146.810,2768437.285,86.786,1.1397189397,1.7624076869,-137.308811216,97161.43825,0.255,0.25475,0.00025
20200622_110245_00002586,6/22/2020,03:17:53.184,1129.745625,98291.184,121.2194349635,25.0238384160,272145.524,2768435.892,86.820,1.2902731619,1.7305372374,-137.208443901,97161.438375,0.255,0.25488,0.00012
20200622_110245_00002587,6/22/2020,03:17:53.442,1130.003375,98291.442,121.2194222607,25.0238259001,272144.244,2768434.504,86.857,1.3163978375,1.7302986266,-137.171739793,97161.438625,0.258,0.25775,0.00025
20200622_110245_00002588,6/22/2020,03:17:53.705,1130.267,98291.705,121.2194095486,25.0238134295,272142.963,2768433.120,86.893,1.3913754940,1.8176213959,-137.227510069,97161.438,0.263,0.26363,-0.00062
20200622_110245_00002589,6/22/2020,03:17:53.978,1130.5395,98291.978,121.2193966583,25.0238007497,272141.665,2768431.714,86.932,1.4097360413,1.9274115544,-137.193815694,97161.4385,0.273,0.2725,0.0005
20200622_110245_00002590,6/22/2020,03:17:54.253,1130.815,98292.253,121.2193839626,25.0237881955,272140.386,2768430.321,86.977,1.3257995925,1.4727697281,-137.152583186,97161.438,0.275,0.2755,-0.0005
20200622_110245_00002591,6/22/2020,03:17:54.535,1131.096625,98292.535,121.2193712263,25.0237756523,272139.102,2768428.930,87.007,1.3183911693,1.6470625188,-137.075100208,97161.438375,0.282,0.28162,0.00038
20200622_110245_00002592,6/22/2020,03:17:54.822,1131.384,98292.822,121.2193583796,25.0237629911,272137.808,2768427.525,87.037,1.0665204652,1.7274743808,-137.047323478,97161.438,0.287,0.28738,-0.00038
20200622_110245_00002593,6/22/2020,03:17:55.110,1131.671375,98293.11,121.2193455619,25.0237503964,272136.517,2768426.128,87.074,1.0290771072,1.5057732194,-137.073706021,97161.438625,0.288,0.28737,0.00063
20200622_110245_00002594,6/22/2020,03:17:55.400,1131.96175,98293.4,121.2193328097,25.0237378019,272135.232,2768424.731,87.103,0.9337521567,1.3625520243,-137.122789437,97161.43825,0.29,0.29038,-0.00038
20200622_110245_00002595,6/22/2020,03:17:55.690,1132.252125,98293.69,121.2193200405,25.0237253474,272133.946,2768423.350,87.124,1.2461584218,1.3481639733,-137.197741724,97161.437875,0.29,0.29038,-0.00037
20200622_110245_00002596,6/22/2020,03:17:55.984,1132.54525,98293.984,121.2193071404,25.0237127423,272132.646,2768421.951,87.143,1.5223988772,1.3455121841,-137.262038675,97161.43875,0.294,0.29312,0.00087
20200622_110245_00002597,6/22/2020,03:17:56.277,1132.838625,98294.277,121.2192943231,25.0237001922,272131.355,2768420.559,87.166,1.8700430788,1.2685025256,-137.350652722,97161.438375,0.293,0.29338,-0.00037
20200622_110245_00002598,6/22/2020,03:17:56.570,1133.131875,98294.57,121.2192816474,25.0236876047,272130.078,2768419.163,87.179,1.8709966000,1.4879104985,-137.491801765,97161.438125,0.293,0.29325,-0.00025
20200622_110245_00002599,6/22/2020,03:17:56.861,1133.42225,98294.861,121.2192690260,25.0236750209,272128.806,2768417.767,87.207,1.8112166812,1.2915103092,-137.641302244,97161.43875,0.291,0.29038,0.00062
20200622_110245_00002600,6/22/2020,03:17:57.154,1133.715625,98295.154,121.2192564519,25.0236623707,272127.540,2768416.364,87.222,1.7169293225,1.5873616210,-137.692125093,97161.438375,0.293,0.29337,-0.00038
20200622_110245_00002601,6/22/2020,03:17:57.447,1134.008875,98295.447,121.2192438341,25.0236497123,272126.268,2768414.960,87.248,1.7444645535,1.6911009998,-137.723099793,97161.438125,0.293,0.29325,-0.00025
20200622_110245_00002602,6/22/2020,03:17:57.741,1134.30225,98295.741,121.2192311423,25.0236370260,272124.990,2768413.552,87.279,1.8228793792,1.8739007409,-137.747715723,97161.43875,0.294,0.29337,0.00062
20200622_110245_00002603,6/22/2020,03:17:58.034,1134.5955,98296.034,121.2192184717,25.0236242881,272123.713,2768412.139,87.313,1.7998120839,1.6118424889,-137.836994258,97161.4385,0.293,0.29325,-0.00025
20200622_110245_00002604,6/22/2020,03:17:58.324,1134.885875,98296.324,121.2192060121,25.0236115398,272122.458,2768410.725,87.342,1.3843601312,1.2393884451,-137.925897865,97161.438125,0.29,0.29038,-0.00038
20200622_110245_00002605,6/22/2020,03:17:58.618,1135.179125,98296.618,121.2191933189,25.0235986563,272121.180,2768409.296,87.358,1.2182694679,1.3082068273,-137.878658836,97161.438875,0.294,0.29325,0.00075
20200622_110245_00002606,6/22/2020,03:17:58.908,1135.4695,98296.908,121.2191806883,25.0235858738,272119.907,2768407.878,87.374,1.0664115612,1.3390519631,-137.837643658,97161.4385,0.29,0.29037,-0.00038
20200622_110245_00002607,6/22/2020,03:17:59.192,1135.753875,98297.192,121.2191682447,25.0235732872,272118.654,2768406.482,87.388,0.8740350142,1.5628117843,-137.821279298,97161.438125,0.284,0.28438,-0.00038
20200622_110245_00002608,6/22/2020,03:17:59.480,1136.041375,98297.48,121.2191554443,25.0235603325,272117.364,2768405.045,87.418,0.6133662638,1.2002929984,-137.788551712,97161.438625,0.288,0.2875,0.0005
20200622_110245_00002609,6/22/2020,03:17:59.761,1136.32275,98297.761,121.2191428847,25.0235475836,272116.099,2768403.631,87.432,0.3186574378,1.0008733723,-137.758607603,97161.43825,0.281,0.28138,-0.00037
20200622_110245_00002610,6/22/2020,03:18:00.040,1136.60125,98298.04,121.2191302326,25.0235349827,272114.824,2768402.233,87.439,0.4688851894,1.3187957080,-137.703569122,97161.43875,0.279,0.2785,0.0005
20200622_110245_00002611,6/22/2020,03:18:00.318,1136.87975,98298.318,121.2191175225,25.0235223400,272113.544,2768400.831,87.457,0.6690401477,1.6255947144,-137.680373263,97161.43825,0.278,0.2785,-0.0005
20200622_110245_00002612,6/22/2020,03:18:00.594,1137.15525,98298.594,121.2191047316,25.0235097039,272112.255,2768399.429,87.485,0.9885262457,1.4272537356,-137.700101023,97161.43875,0.276,0.2755,0.0005
20200622_110245_00002613,6/22/2020,03:18:00.869,1137.430875,98298.869,121.2190919422,25.0234970299,272110.967,2768398.023,87.511,1.2687158197,1.1443632353,-137.742482003,97161.438125,0.275,0.27562,-0.00062
20200622_110245_00002614,6/22/2020,03:18:01.142,1137.703375,98299.142,121.2190793311,25.0234843696,272109.696,2768396.619,87.522,1.0971889397,1.2806617324,-137.795455075,97161.438625,0.273,0.2725,0.0005
20200622_110245_00002615,6/22/2020,03:18:01.415,1137.976,98299.415,121.2190666296,25.0234716885,272108.417,2768395.212,87.542,1.2585028958,1.3980859084,-137.853039867,97161.439,0.273,0.27263,0.00037
20200622_110245_00002616,6/22/2020,03:18:01.687,1138.248625,98299.687,121.2190539929,25.0234588312,272107.144,2768393.786,87.564,0.8782998610,1.0889539655,-137.930105084,97161.438375,0.272,0.27262,-0.00062
20200622_110245_00002617,6/22/2020,03:18:01.957,1138.51825,98299.957,121.2190414264,25.0234461175,272105.878,2768392.376,87.579,0.7330097229,1.3112557573,-137.970550030,97161.43875,0.27,0.26963,0.00037
20200622_110245_00002618,6/22/2020,03:18:02.226,1138.78775,98300.226,121.2190289044,25.0234334710,272104.616,2768390.973,87.593,0.7713190502,1.9991169072,-137.940702291,97161.43825,0.269,0.2695,-0.0005
20200622_110245_00002619,6/22/2020,03:18:02.496,1139.057375,98300.496,121.2190161049,25.0234206809,272103.327,2768389.554,87.635,0.9214316950,1.5084917323,-137.878047569,97161.438625,0.27,0.26963,0.00038
20200622_110245_00002620,6/22/2020,03:18:02.763,1139.324,98300.763,121.2190035582,25.0234080706,272102.063,2768388.155,87.665,0.9129034928,1.3426061286,-137.845061985,97161.439,0.267,0.26662,0.00038
20200622_110245_00002621,6/22/2020,03:18:03.035,1139.596625,98301.035,121.2189908338,25.0233953091,272100.781,2768386.740,87.683,0.8783172814,1.5485676207,-137.789998908,97161.438375,0.272,0.27262,-0.00063
20200622_110245_00002622,6/22/2020,03:18:03.308,1139.86925,98301.308,121.2189781080,25.0233824528,272099.499,2768385.314,87.717,0.5583273020,1.1793967500,-137.717367593,97161.43875,0.273,0.27263,0.00038
20200622_110245_00002623,6/22/2020,03:18:03.580,1140.14175,98301.58,121.2189654815,25.0233698485,272098.227,2768383.916,87.729,0.5480077387,1.3250190115,-137.691564544,97161.43825,0.272,0.2725,-0.0005
20200622_110245_00002624,6/22/2020,03:18:03.856,1140.417375,98301.856,121.2189526619,25.0233571167,272096.935,2768382.503,87.753,0.6771934048,1.1086419220,-137.629164354,97161.438625,0.276,0.27562,0.00037
20200622_110245_00002625,6/22/2020,03:18:04.131,1140.69275,98302.131,121.2189399428,25.0233445113,272095.654,2768381.105,87.771,0.7149707492,1.0996356418,-137.574837816,97161.43825,0.275,0.27537,-0.00038
20200622_110245_00002626,6/22/2020,03:18:04.407,1140.968375,98302.407,121.2189272965,25.0233319640,272094.380,2768379.713,87.791,0.6957977575,1.3568059177,-137.513637431,97161.438625,0.276,0.27562,0.00038
20200622_110245_00002627,6/22/2020,03:18:04.688,1141.24975,98302.688,121.2189144334,25.0233191953,272093.084,2768378.297,87.813,0.6404822963,1.2327320459,-137.451216464,97161.43825,0.281,0.28138,-0.00038
20200622_110245_00002628,6/22/2020,03:18:04.967,1141.52825,98302.967,121.2189016812,25.0233065271,272091.799,2768376.892,87.838,0.4061130551,1.2237576871,-137.381534764,97161.43875,0.279,0.2785,0.0005
20200622_110245_00002629,6/22/2020,03:18:05.245,1141.80675,98303.245,121.2188889375,25.0232939573,272090.516,2768375.497,87.858,0.3648785837,1.4690647703,-137.319079627,97161.43825,0.278,0.2785,-0.0005
20200622_110245_00002630,6/22/2020,03:18:05.524,1142.08525,98303.524,121.2188761380,25.0232813096,272089.226,2768374.094,87.885,0.2219213485,1.5111790882,-137.260704646,97161.43875,0.279,0.2785,0.0005
20200622_110245_00002631,6/22/2020,03:18:05.799,1142.360875,98303.799,121.2188635076,25.0232689027,272087.954,2768372.718,87.913,0.2430862335,1.7932211118,-137.232059687,97161.438125,0.275,0.27562,-0.00063
20200622_110245_00002632,6/22/2020,03:18:06.078,1142.63925,98304.078,121.2188506705,25.0232562828,272086.660,2768371.318,87.950,0.2100815280,1.8309655775,-137.233259081,97161.43875,0.279,0.27837,0.00062
20200622_110245_00002633,6/22/2020,03:18:06.356,1142.91775,98304.356,121.2188378605,25.0232437358,272085.370,2768369.926,87.990,0.3063226827,1.7706438743,-137.284793552,97161.43825,0.278,0.2785,-0.0005
20200622_110245_00002634,6/22/2020,03:18:06.638,1143.19925,98304.638,121.2188249128,25.0232310334,272084.065,2768368.517,88.025,0.5081349637,1.8473205621,-137.397149985,97161.43875,0.282,0.2815,0.0005
20200622_110245_00002635,6/22/2020,03:18:06.916,1143.47775,98304.916,121.2188121717,25.0232185225,272082.782,2768367.129,88.065,0.7290381947,2.0053692307,-137.500629888,97161.43825,0.278,0.2785,-0.0005
20200622_110245_00002636,6/22/2020,03:18:07.195,1143.756125,98305.195,121.2187994137,25.0232059123,272081.496,2768365.731,88.110,0.8505112462,1.9348297930,-137.621367879,97161.438875,0.279,0.27838,0.00063
20200622_110245_00002637,6/22/2020,03:18:07.473,1144.034625,98305.473,121.2187868125,25.0231933957,272080.227,2768364.342,88.154,0.9720948377,2.2302051034,-137.726614603,97161.438375,0.278,0.2785,-0.0005
20200622_110245_00002638,6/22/2020,03:18:07.755,1144.316125,98305.755,121.2187740378,25.0231806674,272078.940,2768362.930,88.204,1.1421698729,2.2300142334,-137.813451431,97161.438875,0.282,0.2815,0.0005
20200622_110245_00002639,6/22/2020,03:18:08.033,1144.594625,98306.033,121.2187614840,25.0231681104,272077.675,2768361.537,88.256,1.2075333200,2.1291592141,-137.883420988,97161.438375,0.278,0.2785,-0.0005
20200622_110245_00002640,6/22/2020,03:18:08.318,1144.878875,98306.318,121.2187486643,25.0231553110,272076.384,2768360.118,88.306,1.3902782039,2.2608466365,-137.765003345,97161.439125,0.285,0.28425,0.00075
20200622_110245_00002641,6/22/2020,03:18:08.599,1145.160375,98306.599,121.2187359405,25.0231428100,272075.102,2768358.731,88.353,1.9561228695,2.2972936714,-137.647889284,97161.438625,0.281,0.2815,-0.0005
20200622_110245_00002642,6/22/2020,03:18:08.884,1145.44475,98306.884,121.2187231973,25.0231301324,272073.818,2768357.325,88.414,1.7292064902,2.4360734803,-137.744755607,97161.43925,0.285,0.28438,0.00063
20200622_110245_00002643,6/22/2020,03:18:09.168,1145.72925,98307.168,121.2187106550,25.0231174422,272072.555,2768355.917,88.461,1.4373506055,2.5608278177,-137.711536306,97161.43875,0.284,0.2845,-0.0005
20200622_110245_00002644,6/22/2020,03:18:09.453,1146.013625,98307.453,121.2186980509,25.0231045715,272071.285,2768354.489,88.540,0.6869767871,1.6571585794,-137.728331756,97161.439375,0.285,0.28437,0.00062
20200622_110245_00002645,6/22/2020,03:18:09.740,1146.301125,98307.74,121.2186855752,25.0230919999,272070.028,2768353.095,88.561,0.5556845820,2.8885920903,-137.710941986,97161.438875,0.287,0.2875,-0.0005
20200622_110245_00002646,6/22/2020,03:18:10.027,1146.5885,98308.027,121.2186729100,25.0230793806,272068.752,2768351.695,88.633,0.6450487268,2.7669893873,-137.664272371,97161.4385,0.287,0.28738,-0.00038
20200622_110245_00002647,6/22/2020,03:18:10.318,1146.87875,98308.318,121.2186601610,25.0230666057,272067.468,2768350.278,88.705,0.5468048650,2.5298037618,-137.691892852,97161.43925,0.291,0.29025,0.00075
20200622_110245_00002648,6/22/2020,03:18:10.608,1147.169125,98308.608,121.2186475837,25.0230539411,272066.201,2768348.873,88.765,0.3121730645,2.6573416058,-137.687292942,97161.438875,0.29,0.29037,-0.00038
20200622_110245_00002649,6/22/2020,03:18:10.898,1147.459375,98308.898,121.2186350507,25.0230412555,272064.938,2768347.466,88.824,-0.0546219266,2.6915264160,-137.680737713,97161.438625,0.29,0.29025,-0.00025
20200622_110245_00002650,6/22/2020,03:18:11.189,1147.74975,98309.189,121.2186225018,25.0230285542,272063.674,2768346.057,88.891,-0.3878319744,2.6309163734,-137.681144871,97161.43925,0.291,0.29038,0.00062
20200622_110245_00002651,6/22/2020,03:18:11.482,1148.043125,98309.482,121.2186099432,25.0230159451,272062.409,2768344.658,88.945,-0.4797176463,3.1997535280,-137.640956365,97161.438875,0.293,0.29337,-0.00037
20200622_110245_00002652,6/22/2020,03:18:11.778,1148.3395,98309.778,121.2185972353,25.0230032757,272061.129,2768343.253,89.027,-0.3969726766,3.2003168376,-137.627765672,97161.4385,0.296,0.29638,-0.00037
20200622_110245_00002653,6/22/2020,03:18:12.075,1148.63575,98310.075,121.2185845036,25.0229906726,272059.846,2768341.855,89.109,-0.1187451380,2.9878389147,-137.611935111,97161.43925,0.297,0.29625,0.00075
20200622_110245_00002654,6/22/2020,03:18:12.377,1148.937875,98310.377,121.2185717814,25.0229779989,272058.564,2768340.449,89.180,-0.0156533578,3.0676268239,-137.592985116,97161.439125,0.302,0.30213,-0.00013
20200622_110245_00002655,6/22/2020,03:18:12.682,1149.243,98310.682,121.2185591185,25.0229653933,272057.289,2768339.051,89.258,0.0447800438,3.3364098205,-137.611617647,97161.439,0.305,0.30512,-0.00012
20200622_110245_00002656,6/22/2020,03:18:12.990,1149.551125,98310.99,121.2185465909,25.0229528557,272056.026,2768337.660,89.343,-0.0212539918,3.5506789209,-137.668839505,97161.438875,0.308,0.30813,-0.00012
20200622_110245_00002657,6/22/2020,03:18:13.307,1149.868125,98311.307,121.2185339264,25.0229401494,272054.751,2768336.251,89.437,-0.0825436909,3.5114425902,-137.748009396,97161.438875,0.317,0.317,0
20200622_110245_00002658,6/22/2020,03:18:13.627,1150.188125,98311.627,121.2185213992,25.0229274349,272053.489,2768334.840,89.532,-0.3766307878,3.1531976575,-137.811738459,97161.438875,0.32,0.32,0
20200622_110245_00002659,6/22/2020,03:18:13.953,1150.514,98311.953,121.2185088366,25.0229147653,272052.223,2768333.435,89.609,-0.4615015375,3.4747678847,-137.863378946,97161.439,0.326,0.32587,0.00013
20200622_110245_00002660,6/22/2020,03:18:14.282,1150.84275,98312.282,121.2184961849,25.0229020656,272050.948,2768332.026,89.696,-0.2590944251,3.4417577048,-137.903155426,97161.43925,0.329,0.32875,0.00025
20200622_110245_00002661,6/22/2020,03:18:14.614,1151.174625,98312.614,121.2184835094,25.0228892385,272049.672,2768330.603,89.785,-0.3105521018,3.0017743153,-137.971974898,97161.439375,0.332,0.33188,0.00012
20200622_110245_00002662,6/22/2020,03:18:14.946,1151.5065,98312.946,121.2184708946,25.0228764879,272048.401,2768329.189,89.858,-0.2880920513,2.7518028770,-138.045772199,97161.4395,0.332,0.33187,0.00012
20200622_110245_00002663,6/22/2020,03:18:15.277,1151.83825,98313.277,121.2184584207,25.0228638608,272047.144,2768327.788,89.929,-0.1800389587,2.9282580416,-138.091190872,97161.43875,0.331,0.33175,-0.00075
20200622_110245_00002664,6/22/2020,03:18:15.615,1152.176125,98313.615,121.2184456912,25.0228510025,272045.862,2768326.362,89.999,-0.0031414436,2.7428448458,-138.133175627,97161.438875,0.338,0.33787,0.00013
20200622_110245_00002665,6/22/2020,03:18:15.953,1152.513875,98313.953,121.2184331127,25.0228382574,272044.595,2768324.948,90.067,0.0411550273,2.7636789595,-138.088699777,97161.439125,0.338,0.33775,0.00025
20200622_110245_00002666,6/22/2020,03:18:16.294,1152.8545,98314.294,121.2184204934,25.0228254893,272043.323,2768323.532,90.134,0.0227040193,2.6539678654,-137.924158314,97161.4395,0.341,0.34062,0.00038
20200622_110245_00002667,6/22/2020,03:18:16.637,1153.198125,98314.637,121.2184078446,25.0228127954,272042.049,2768322.124,90.198,0.0605484739,2.5464653980,-137.675505872,97161.438875,0.343,0.34362,-0.00062
20200622_110245_00002668,6/22/2020,03:18:16.984,1153.54475,98314.984,121.2183951064,25.0228002068,272040.766,2768320.728,90.260,0.2388099160,2.5000793179,-137.418284019,97161.43925,0.347,0.34663,0.00037
